source_codes,manufacturer,model_name,source_type_codes,source
00401,A.C.E.,HIDR MARK III,1,faa/faa_registry/ENGINE.txt
00402,A.C.E.,UPRI MARK III,1,faa/faa_registry/ENGINE.txt
01401,AEROCONVER,AEROVEE,1,faa/faa_registry/ENGINE.txt
01404,AEROCONVER,AEROVEE 2.1,1,faa/faa_registry/ENGINE.txt
01398,AEROCONVER,AEROVEE 2.1 T,1,faa/faa_registry/ENGINE.txt
00550,AEROMAX,100 IFB,1,faa/faa_registry/ENGINE.txt
00450,AEROMOMENT,AM13 SERIES,8,faa/faa_registry/ENGINE.txt
00452,AEROMOMENT,AM15 SERIES,8,faa/faa_registry/ENGINE.txt
00500,AEROMOTORS,M-14PFXDK,1,faa/faa_registry/ENGINE.txt
00501,AEROMOTORS,M14P-XEDK,1,faa/faa_registry/ENGINE.txt
00511,AEROMOTORS,M14PF,1,faa/faa_registry/ENGINE.txt
01003,AERONCA,E-113,1,faa/faa_registry/ENGINE.txt
01004,AERONCA,E-113A,1,faa/faa_registry/ENGINE.txt
01006,AERONCA,E-113B,1,faa/faa_registry/ENGINE.txt
01007,AERONCA,E-113C,1,faa/faa_registry/ENGINE.txt
01009,AERONCA,E-113CB,1,faa/faa_registry/ENGINE.txt
01010,AERONCA,E-113CD,1,faa/faa_registry/ENGINE.txt
01008,AERONCA,E-113CDB,1,faa/faa_registry/ENGINE.txt
01001,AERONCA,E107A,1,faa/faa_registry/ENGINE.txt
01002,AERONCA,E113 SERIES,1,faa/faa_registry/ENGINE.txt
01320,AEROSPORT,CC-340,1,faa/faa_registry/ENGINE.txt
01321,AEROSPORT,CC363I,1,faa/faa_registry/ENGINE.txt
01319,AEROSPORT,ECIIO375M1SD,1,faa/faa_registry/ENGINE.txt
01306,AEROSPORT,IO-360 SERIES,1,faa/faa_registry/ENGINE.txt
01309,AEROSPORT,IO-360MI,1,faa/faa_registry/ENGINE.txt
01305,AEROSPORT,IO-375 SERIES,1,faa/faa_registry/ENGINE.txt
01310,AEROSPORT,IO-375-B1B,1,faa/faa_registry/ENGINE.txt
01312,AEROSPORT,IO-375-M1,1,faa/faa_registry/ENGINE.txt
01330,AEROSPORT,IO-375-M2S,1,faa/faa_registry/ENGINE.txt
01325,AEROSPORT,IO-375M1S,1,faa/faa_registry/ENGINE.txt
01304,AEROSPORT,IO-390,1,faa/faa_registry/ENGINE.txt
01311,AEROSPORT,IO-400-M1S,1,faa/faa_registry/ENGINE.txt
01308,AEROSPORT,IO-540-D4A5,1,faa/faa_registry/ENGINE.txt
01322,AEROSPORT,IO-540-EXP,1,faa/faa_registry/ENGINE.txt
01315,AEROSPORT,IO382 SERIES,8,faa/faa_registry/ENGINE.txt
01302,AEROSPORT,O-320-D1A,1,faa/faa_registry/ENGINE.txt
01300,AEROSPORT,O-360,1,faa/faa_registry/ENGINE.txt
01303,AEROSPORT,O-360 A2A,1,faa/faa_registry/ENGINE.txt
01301,AEROSPORT,O-360-A1A,1,faa/faa_registry/ENGINE.txt
01499,AEROSPORT,O-375-A1A,1,faa/faa_registry/ENGINE.txt
01399,AEROSPORT,O-375-A2A,1,faa/faa_registry/ENGINE.txt
01307,AEROSPORT,O/IO-320 SER,1,faa/faa_registry/ENGINE.txt
01410,AEROSPORT,O/IO-340 SERI,1,faa/faa_registry/ENGINE.txt
01326,AEROSPORT,OX340,1,faa/faa_registry/ENGINE.txt
00600,AEROSTAR,M-14P,1,faa/faa_registry/ENGINE.txt
63203,AEROTEC,O-320,1,faa/faa_registry/ENGINE.txt
64203,AEROTECNIK,MIKRON III,1,faa/faa_registry/ENGINE.txt
01403,AEROVEE,2.0,8,faa/faa_registry/ENGINE.txt
01402,AEROVEE,2.1,8,faa/faa_registry/ENGINE.txt
01406,AEROVEE,2.1 TURBO,8,faa/faa_registry/ENGINE.txt
01405,AEROVEE,2002,1,faa/faa_registry/ENGINE.txt
01400,AEROVEE,2180,8,faa/faa_registry/ENGINE.txt
01502,AIRESEARCH,331 SER 605HP,2,faa/faa_registry/ENGINE.txt
01512,AIRESEARCH,331SER 1008HP,2,faa/faa_registry/ENGINE.txt
01506,AIRESEARCH,331SER 705HP,2,faa/faa_registry/ENGINE.txt
01508,AIRESEARCH,331SER 755HP,5,faa/faa_registry/ENGINE.txt
01510,AIRESEARCH,331SER 904HP,2,faa/faa_registry/ENGINE.txt
01524,AIRESEARCH,ATF3-6A-4C,4,faa/faa_registry/ENGINE.txt
01501,AIRESEARCH,GTC-85-135,2,faa/faa_registry/ENGINE.txt
01523,AIRESEARCH,TFE-732-2-1C,4,faa/faa_registry/ENGINE.txt
01518,AIRESEARCH,TFE731 SER,4,faa/faa_registry/ENGINE.txt
01599,AIRESEARCH,TFE731-3R-1H,5,faa/faa_registry/ENGINE.txt
01583,AIRESEARCH,TPE-331-10UG,2,faa/faa_registry/ENGINE.txt
01547,AIRESEARCH,TPE-331-5254K,2,faa/faa_registry/ENGINE.txt
01514|01517,AIRESEARCH,TPE331 SERIES,2,faa/faa_registry/ENGINE.txt
01545,AIRESEARCH,TPE331-1,2,faa/faa_registry/ENGINE.txt
01568,AIRESEARCH,TPE331-10,2,faa/faa_registry/ENGINE.txt
01569,AIRESEARCH,TPE331-10A,2,faa/faa_registry/ENGINE.txt
01570,AIRESEARCH,TPE331-10AV,2,faa/faa_registry/ENGINE.txt
01571,AIRESEARCH,TPE331-10B,2,faa/faa_registry/ENGINE.txt
01572,AIRESEARCH,TPE331-10G,2,faa/faa_registry/ENGINE.txt
01573,AIRESEARCH,TPE331-10GP,2,faa/faa_registry/ENGINE.txt
01574,AIRESEARCH,TPE331-10GR,2,faa/faa_registry/ENGINE.txt
01575,AIRESEARCH,TPE331-10GT,2,faa/faa_registry/ENGINE.txt
01576,AIRESEARCH,TPE331-10J,2,faa/faa_registry/ENGINE.txt
01577,AIRESEARCH,TPE331-10N,2,faa/faa_registry/ENGINE.txt
01578,AIRESEARCH,TPE331-10P,2,faa/faa_registry/ENGINE.txt
01579,AIRESEARCH,TPE331-10R,2,faa/faa_registry/ENGINE.txt
01580,AIRESEARCH,TPE331-10T,2,faa/faa_registry/ENGINE.txt
01581,AIRESEARCH,TPE331-10U,2,faa/faa_registry/ENGINE.txt
01555,AIRESEARCH,TPE331-10UA,2,faa/faa_registry/ENGINE.txt
01582,AIRESEARCH,TPE331-10UF,2,faa/faa_registry/ENGINE.txt
01584,AIRESEARCH,TPE331-10UGR,2,faa/faa_registry/ENGINE.txt
01585,AIRESEARCH,TPE331-10UJ,2,faa/faa_registry/ENGINE.txt
01586,AIRESEARCH,TPE331-10UK,2,faa/faa_registry/ENGINE.txt
01587,AIRESEARCH,TPE331-10UR,2,faa/faa_registry/ENGINE.txt
01588,AIRESEARCH,TPE331-11U,2,faa/faa_registry/ENGINE.txt
01589,AIRESEARCH,TPE331-11UA,2,faa/faa_registry/ENGINE.txt
01590,AIRESEARCH,TPE331-12,2,faa/faa_registry/ENGINE.txt
01591,AIRESEARCH,TPE331-12B,2,faa/faa_registry/ENGINE.txt
01592,AIRESEARCH,TPE331-12JR,2,faa/faa_registry/ENGINE.txt
01593,AIRESEARCH,TPE331-12UA,2,faa/faa_registry/ENGINE.txt
01594,AIRESEARCH,TPE331-12UAR,2,faa/faa_registry/ENGINE.txt
01595,AIRESEARCH,TPE331-12UER,2,faa/faa_registry/ENGINE.txt
01596,AIRESEARCH,TPE331-12UHR,2,faa/faa_registry/ENGINE.txt
01546,AIRESEARCH,TPE331-1U,2,faa/faa_registry/ENGINE.txt
01498,AIRESEARCH,TPE331-2,2,faa/faa_registry/ENGINE.txt
01503,AIRESEARCH,TPE331-25A,2,faa/faa_registry/ENGINE.txt
01504,AIRESEARCH,TPE331-25AA,2,faa/faa_registry/ENGINE.txt
01507,AIRESEARCH,TPE331-25AB,2,faa/faa_registry/ENGINE.txt
01509,AIRESEARCH,TPE331-25B,2,faa/faa_registry/ENGINE.txt
01511,AIRESEARCH,TPE331-25C,2,faa/faa_registry/ENGINE.txt
01513,AIRESEARCH,TPE331-25D,2,faa/faa_registry/ENGINE.txt
01516,AIRESEARCH,TPE331-25DA,2,faa/faa_registry/ENGINE.txt
01519,AIRESEARCH,TPE331-25DB,2,faa/faa_registry/ENGINE.txt
01525,AIRESEARCH,TPE331-25E,2,faa/faa_registry/ENGINE.txt
01526,AIRESEARCH,TPE331-25F,2,faa/faa_registry/ENGINE.txt
01527,AIRESEARCH,TPE331-25FA,2,faa/faa_registry/ENGINE.txt
01528,AIRESEARCH,TPE331-29A,2,faa/faa_registry/ENGINE.txt
01649,AIRESEARCH,TPE331-2U,2,faa/faa_registry/ENGINE.txt
01650,AIRESEARCH,TPE331-2UA,2,faa/faa_registry/ENGINE.txt
01551,AIRESEARCH,TPE331-3,2,faa/faa_registry/ENGINE.txt
01552,AIRESEARCH,TPE331-3U,2,faa/faa_registry/ENGINE.txt
01553,AIRESEARCH,TPE331-3UW,2,faa/faa_registry/ENGINE.txt
01554,AIRESEARCH,TPE331-3W,2,faa/faa_registry/ENGINE.txt
01529,AIRESEARCH,TPE331-43,2,faa/faa_registry/ENGINE.txt
01531,AIRESEARCH,TPE331-43-A,2,faa/faa_registry/ENGINE.txt
01532,AIRESEARCH,TPE331-43-B,2,faa/faa_registry/ENGINE.txt
01533,AIRESEARCH,TPE331-45,2,faa/faa_registry/ENGINE.txt
01534,AIRESEARCH,TPE331-47,2,faa/faa_registry/ENGINE.txt
01535,AIRESEARCH,TPE331-47-A,2,faa/faa_registry/ENGINE.txt
01536,AIRESEARCH,TPE331-47-B,2,faa/faa_registry/ENGINE.txt
01556,AIRESEARCH,TPE331-5,2,faa/faa_registry/ENGINE.txt
01515,AIRESEARCH,TPE331-5&6SER,2,faa/faa_registry/ENGINE.txt
01522,AIRESEARCH,TPE331-5-252M,2,faa/faa_registry/ENGINE.txt
01537,AIRESEARCH,TPE331-51,2,faa/faa_registry/ENGINE.txt
01538,AIRESEARCH,TPE331-55,2,faa/faa_registry/ENGINE.txt
01539,AIRESEARCH,TPE331-55-A,2,faa/faa_registry/ENGINE.txt
01540,AIRESEARCH,TPE331-55-B,2,faa/faa_registry/ENGINE.txt
01541,AIRESEARCH,TPE331-57,2,faa/faa_registry/ENGINE.txt
01542,AIRESEARCH,TPE331-57-B,2,faa/faa_registry/ENGINE.txt
01557,AIRESEARCH,TPE331-5A,2,faa/faa_registry/ENGINE.txt
01558,AIRESEARCH,TPE331-5AB,2,faa/faa_registry/ENGINE.txt
01559,AIRESEARCH,TPE331-5B,2,faa/faa_registry/ENGINE.txt
01560,AIRESEARCH,TPE331-5U,2,faa/faa_registry/ENGINE.txt
01561,AIRESEARCH,TPE331-6,2,faa/faa_registry/ENGINE.txt
01521,AIRESEARCH,TPE331-6-251M,2,faa/faa_registry/ENGINE.txt
01543,AIRESEARCH,TPE331-61,2,faa/faa_registry/ENGINE.txt
01544,AIRESEARCH,TPE331-61-A,2,faa/faa_registry/ENGINE.txt
01562,AIRESEARCH,TPE331-6A,2,faa/faa_registry/ENGINE.txt
01563,AIRESEARCH,TPE331-6U,2,faa/faa_registry/ENGINE.txt
01564,AIRESEARCH,TPE331-8,2,faa/faa_registry/ENGINE.txt
01530,AIRESEARCH,TPE331-8 SER,2,faa/faa_registry/ENGINE.txt
01565,AIRESEARCH,TPE331-8A,2,faa/faa_registry/ENGINE.txt
01566,AIRESEARCH,TPE331-9,2,faa/faa_registry/ENGINE.txt
01567,AIRESEARCH,TPE331-9U,2,faa/faa_registry/ENGINE.txt
01505|01520,AIRESEARCH,TSE331 SERIES,3,faa/faa_registry/ENGINE.txt
01597,AIRESEARCH,TSE331-3U,3,faa/faa_registry/ENGINE.txt
01598,AIRESEARCH,TSE36-1,3,faa/faa_registry/ENGINE.txt
01651,ALISPORT,A302EFI,1,faa/faa_registry/ENGINE.txt
02001,ALLIANCE,HESS WARRIOR,1,faa/faa_registry/ENGINE.txt
01647,ALLIANCE,TPE331-1UA,2,faa/faa_registry/ENGINE.txt
01648,ALLIANCE,TPE331-2,2,faa/faa_registry/ENGINE.txt
02539,ALLIED SIG,TPE331-47,2,faa/faa_registry/ENGINE.txt
02557,ALLIEDSIGN,AL5512,3,faa/faa_registry/ENGINE.txt
02641,ALLIEDSIGN,ALF502L,5,faa/faa_registry/ENGINE.txt
02642,ALLIEDSIGN,ALF502L-2,5,faa/faa_registry/ENGINE.txt
02643,ALLIEDSIGN,ALF502L-2A,5,faa/faa_registry/ENGINE.txt
02644,ALLIEDSIGN,ALF502L-2C,5,faa/faa_registry/ENGINE.txt
02645,ALLIEDSIGN,ALF502L-3,5,faa/faa_registry/ENGINE.txt
02646,ALLIEDSIGN,ALF502R-3,5,faa/faa_registry/ENGINE.txt
02647,ALLIEDSIGN,ALF502R-3A,5,faa/faa_registry/ENGINE.txt
02648,ALLIEDSIGN,ALF502R-4,5,faa/faa_registry/ENGINE.txt
02649,ALLIEDSIGN,ALF502R-5,5,faa/faa_registry/ENGINE.txt
02650,ALLIEDSIGN,ALF502R-6,5,faa/faa_registry/ENGINE.txt
02652,ALLIEDSIGN,ALF507-1F,5,faa/faa_registry/ENGINE.txt
02651,ALLIEDSIGN,ALF507-1H,5,faa/faa_registry/ENGINE.txt
02605,ALLIEDSIGN,ATF3-6,5,faa/faa_registry/ENGINE.txt
02606,ALLIEDSIGN,ATF3-6A,5,faa/faa_registry/ENGINE.txt
02500,ALLIEDSIGN,CFE-738 SER,5,faa/faa_registry/ENGINE.txt
02503,ALLIEDSIGN,LF507-1F,4,faa/faa_registry/ENGINE.txt
02522,ALLIEDSIGN,LTC1B-1,3,faa/faa_registry/ENGINE.txt
02628,ALLIEDSIGN,LTP101-600,2,faa/faa_registry/ENGINE.txt
02629,ALLIEDSIGN,LTP101-600A,2,faa/faa_registry/ENGINE.txt
02630,ALLIEDSIGN,LTP101-600A1A,2,faa/faa_registry/ENGINE.txt
02631,ALLIEDSIGN,LTP101-700A1A,2,faa/faa_registry/ENGINE.txt
02656,ALLIEDSIGN,LTS101-750B-1,3,faa/faa_registry/ENGINE.txt
02604,ALLIEDSIGN,T5307A,2,faa/faa_registry/ENGINE.txt
02510,ALLIEDSIGN,T5309A,3,faa/faa_registry/ENGINE.txt
02511,ALLIEDSIGN,T5309B,3,faa/faa_registry/ENGINE.txt
02512,ALLIEDSIGN,T5309C,3,faa/faa_registry/ENGINE.txt
02513,ALLIEDSIGN,T5311A,3,faa/faa_registry/ENGINE.txt
02514,ALLIEDSIGN,T5311B,3,faa/faa_registry/ENGINE.txt
02632,ALLIEDSIGN,T5313B,3,faa/faa_registry/ENGINE.txt
02633,ALLIEDSIGN,T5317A,3,faa/faa_registry/ENGINE.txt
02501,ALLIEDSIGN,T5317A-1,3,faa/faa_registry/ENGINE.txt
02634,ALLIEDSIGN,T5317B,3,faa/faa_registry/ENGINE.txt
02556,ALLIEDSIGN,T5508D,3,faa/faa_registry/ENGINE.txt
02502,ALLIEDSIGN,TFE 731-2B,4,faa/faa_registry/ENGINE.txt
02509,ALLIEDSIGN,TFE731 SERIES,5,faa/faa_registry/ENGINE.txt
02607,ALLIEDSIGN,TFE731-2,5,faa/faa_registry/ENGINE.txt
02515,ALLIEDSIGN,TFE731-20,5,faa/faa_registry/ENGINE.txt
02516,ALLIEDSIGN,TFE731-20AR,5,faa/faa_registry/ENGINE.txt
02517,ALLIEDSIGN,TFE731-20BR,5,faa/faa_registry/ENGINE.txt
02518,ALLIEDSIGN,TFE731-20R,5,faa/faa_registry/ENGINE.txt
02608,ALLIEDSIGN,TFE731-2A,5,faa/faa_registry/ENGINE.txt
02609,ALLIEDSIGN,TFE731-2BR,5,faa/faa_registry/ENGINE.txt
02610,ALLIEDSIGN,TFE731-2C,5,faa/faa_registry/ENGINE.txt
02611,ALLIEDSIGN,TFE731-3,5,faa/faa_registry/ENGINE.txt
02613,ALLIEDSIGN,TFE731-3A,5,faa/faa_registry/ENGINE.txt
02614,ALLIEDSIGN,TFE731-3AR,5,faa/faa_registry/ENGINE.txt
02615,ALLIEDSIGN,TFE731-3B,5,faa/faa_registry/ENGINE.txt
02616,ALLIEDSIGN,TFE731-3BR,5,faa/faa_registry/ENGINE.txt
02617,ALLIEDSIGN,TFE731-3C,5,faa/faa_registry/ENGINE.txt
02618,ALLIEDSIGN,TFE731-3CR,5,faa/faa_registry/ENGINE.txt
02619,ALLIEDSIGN,TFE731-3D,5,faa/faa_registry/ENGINE.txt
02620,ALLIEDSIGN,TFE731-3DR,5,faa/faa_registry/ENGINE.txt
02612,ALLIEDSIGN,TFE731-3R,5,faa/faa_registry/ENGINE.txt
02621,ALLIEDSIGN,TFE731-4,5,faa/faa_registry/ENGINE.txt
02519,ALLIEDSIGN,TFE731-40,5,faa/faa_registry/ENGINE.txt
02506,ALLIEDSIGN,TFE731-40-1C,5,faa/faa_registry/ENGINE.txt
02521,ALLIEDSIGN,TFE731-40AR,5,faa/faa_registry/ENGINE.txt
02520,ALLIEDSIGN,TFE731-40R,5,faa/faa_registry/ENGINE.txt
02622,ALLIEDSIGN,TFE731-4R,5,faa/faa_registry/ENGINE.txt
02623,ALLIEDSIGN,TFE731-5,5,faa/faa_registry/ENGINE.txt
02624,ALLIEDSIGN,TFE731-5A,5,faa/faa_registry/ENGINE.txt
02625,ALLIEDSIGN,TFE731-5AR,5,faa/faa_registry/ENGINE.txt
02626,ALLIEDSIGN,TFE731-5B,5,faa/faa_registry/ENGINE.txt
02508,ALLIEDSIGN,TFE731-5BR,5,faa/faa_registry/ENGINE.txt
02655,ALLIEDSIGN,TFE731-5BR-C1,5,faa/faa_registry/ENGINE.txt
02627,ALLIEDSIGN,TFE731-5R,5,faa/faa_registry/ENGINE.txt
02504,ALLIEDSIGN,TFE731-60,5,faa/faa_registry/ENGINE.txt
02507,ALLIEDSIGN,TPE 331 SER,5,faa/faa_registry/ENGINE.txt
02590,ALLIEDSIGN,TPE-331-10UG,2,faa/faa_registry/ENGINE.txt
02550,ALLIEDSIGN,TPE331-1,2,faa/faa_registry/ENGINE.txt
02575,ALLIEDSIGN,TPE331-10,2,faa/faa_registry/ENGINE.txt
02576,ALLIEDSIGN,TPE331-10A,2,faa/faa_registry/ENGINE.txt
02577,ALLIEDSIGN,TPE331-10AV,2,faa/faa_registry/ENGINE.txt
02578,ALLIEDSIGN,TPE331-10B,2,faa/faa_registry/ENGINE.txt
02579,ALLIEDSIGN,TPE331-10G,2,faa/faa_registry/ENGINE.txt
02580,ALLIEDSIGN,TPE331-10GP,2,faa/faa_registry/ENGINE.txt
02581,ALLIEDSIGN,TPE331-10GR,2,faa/faa_registry/ENGINE.txt
02582,ALLIEDSIGN,TPE331-10GT,2,faa/faa_registry/ENGINE.txt
02583,ALLIEDSIGN,TPE331-10J,2,faa/faa_registry/ENGINE.txt
02584,ALLIEDSIGN,TPE331-10N,2,faa/faa_registry/ENGINE.txt
02585,ALLIEDSIGN,TPE331-10P,2,faa/faa_registry/ENGINE.txt
02586,ALLIEDSIGN,TPE331-10R,2,faa/faa_registry/ENGINE.txt
02587,ALLIEDSIGN,TPE331-10T,2,faa/faa_registry/ENGINE.txt
02588,ALLIEDSIGN,TPE331-10U,2,faa/faa_registry/ENGINE.txt
02562,ALLIEDSIGN,TPE331-10UA,2,faa/faa_registry/ENGINE.txt
02589,ALLIEDSIGN,TPE331-10UF,2,faa/faa_registry/ENGINE.txt
02591,ALLIEDSIGN,TPE331-10UGR,2,faa/faa_registry/ENGINE.txt
02592,ALLIEDSIGN,TPE331-10UJ,2,faa/faa_registry/ENGINE.txt
02593,ALLIEDSIGN,TPE331-10UK,2,faa/faa_registry/ENGINE.txt
02594,ALLIEDSIGN,TPE331-10UR,2,faa/faa_registry/ENGINE.txt
02595,ALLIEDSIGN,TPE331-11U,2,faa/faa_registry/ENGINE.txt
02596,ALLIEDSIGN,TPE331-11UA,2,faa/faa_registry/ENGINE.txt
02597,ALLIEDSIGN,TPE331-12,2,faa/faa_registry/ENGINE.txt
02598,ALLIEDSIGN,TPE331-12B,2,faa/faa_registry/ENGINE.txt
02599,ALLIEDSIGN,TPE331-12JR,2,faa/faa_registry/ENGINE.txt
02600,ALLIEDSIGN,TPE331-12UA,2,faa/faa_registry/ENGINE.txt
02601,ALLIEDSIGN,TPE331-12UAR,2,faa/faa_registry/ENGINE.txt
02602,ALLIEDSIGN,TPE331-12UER,2,faa/faa_registry/ENGINE.txt
02505,ALLIEDSIGN,TPE331-12UHR,2,faa/faa_registry/ENGINE.txt
02635,ALLIEDSIGN,TPE331-14A,2,faa/faa_registry/ENGINE.txt
02636,ALLIEDSIGN,TPE331-14B,2,faa/faa_registry/ENGINE.txt
02637,ALLIEDSIGN,TPE331-14F,2,faa/faa_registry/ENGINE.txt
02638,ALLIEDSIGN,TPE331-14GR,2,faa/faa_registry/ENGINE.txt
02639,ALLIEDSIGN,TPE331-14HR,2,faa/faa_registry/ENGINE.txt
02640,ALLIEDSIGN,TPE331-15AW,2,faa/faa_registry/ENGINE.txt
02551,ALLIEDSIGN,TPE331-1U,2,faa/faa_registry/ENGINE.txt
02552,ALLIEDSIGN,TPE331-1UA,2,faa/faa_registry/ENGINE.txt
02553,ALLIEDSIGN,TPE331-2,2,faa/faa_registry/ENGINE.txt
02523,ALLIEDSIGN,TPE331-25A,2,faa/faa_registry/ENGINE.txt
02524,ALLIEDSIGN,TPE331-25AA,2,faa/faa_registry/ENGINE.txt
02525,ALLIEDSIGN,TPE331-25AB,2,faa/faa_registry/ENGINE.txt
02526,ALLIEDSIGN,TPE331-25B,2,faa/faa_registry/ENGINE.txt
02527,ALLIEDSIGN,TPE331-25C,2,faa/faa_registry/ENGINE.txt
02528,ALLIEDSIGN,TPE331-25D,2,faa/faa_registry/ENGINE.txt
02529,ALLIEDSIGN,TPE331-25DA,2,faa/faa_registry/ENGINE.txt
02530,ALLIEDSIGN,TPE331-25DB,2,faa/faa_registry/ENGINE.txt
02531,ALLIEDSIGN,TPE331-25E,2,faa/faa_registry/ENGINE.txt
02532|02533,ALLIEDSIGN,TPE331-25FA,2,faa/faa_registry/ENGINE.txt
02534,ALLIEDSIGN,TPE331-29A,2,faa/faa_registry/ENGINE.txt
02554,ALLIEDSIGN,TPE331-2U,2,faa/faa_registry/ENGINE.txt
02555,ALLIEDSIGN,TPE331-2UA,2,faa/faa_registry/ENGINE.txt
02558,ALLIEDSIGN,TPE331-3,2,faa/faa_registry/ENGINE.txt
02559,ALLIEDSIGN,TPE331-3U,2,faa/faa_registry/ENGINE.txt
02560,ALLIEDSIGN,TPE331-3UW,2,faa/faa_registry/ENGINE.txt
02561,ALLIEDSIGN,TPE331-3W,2,faa/faa_registry/ENGINE.txt
02535,ALLIEDSIGN,TPE331-43,2,faa/faa_registry/ENGINE.txt
02536,ALLIEDSIGN,TPE331-43-A,2,faa/faa_registry/ENGINE.txt
02537,ALLIEDSIGN,TPE331-43-B,2,faa/faa_registry/ENGINE.txt
02538,ALLIEDSIGN,TPE331-45,2,faa/faa_registry/ENGINE.txt
02540,ALLIEDSIGN,TPE331-47-A,2,faa/faa_registry/ENGINE.txt
02541,ALLIEDSIGN,TPE331-47-B,2,faa/faa_registry/ENGINE.txt
02563,ALLIEDSIGN,TPE331-5,2,faa/faa_registry/ENGINE.txt
02542,ALLIEDSIGN,TPE331-51,2,faa/faa_registry/ENGINE.txt
02543,ALLIEDSIGN,TPE331-55,2,faa/faa_registry/ENGINE.txt
02544,ALLIEDSIGN,TPE331-55-A,2,faa/faa_registry/ENGINE.txt
02545,ALLIEDSIGN,TPE331-55-B,2,faa/faa_registry/ENGINE.txt
02546,ALLIEDSIGN,TPE331-57,2,faa/faa_registry/ENGINE.txt
02547,ALLIEDSIGN,TPE331-57-B,2,faa/faa_registry/ENGINE.txt
02565,ALLIEDSIGN,TPE331-5AB,2,faa/faa_registry/ENGINE.txt
02566,ALLIEDSIGN,TPE331-5B,2,faa/faa_registry/ENGINE.txt
02567,ALLIEDSIGN,TPE331-5U,2,faa/faa_registry/ENGINE.txt
02568,ALLIEDSIGN,TPE331-6,2,faa/faa_registry/ENGINE.txt
02548,ALLIEDSIGN,TPE331-61,2,faa/faa_registry/ENGINE.txt
02549,ALLIEDSIGN,TPE331-61-A,2,faa/faa_registry/ENGINE.txt
02569,ALLIEDSIGN,TPE331-6A,2,faa/faa_registry/ENGINE.txt
02570,ALLIEDSIGN,TPE331-6U,2,faa/faa_registry/ENGINE.txt
02571,ALLIEDSIGN,TPE331-8,2,faa/faa_registry/ENGINE.txt
02572,ALLIEDSIGN,TPE331-8A,2,faa/faa_registry/ENGINE.txt
02573,ALLIEDSIGN,TPE331-9,2,faa/faa_registry/ENGINE.txt
02574,ALLIEDSIGN,TPE331-9U,2,faa/faa_registry/ENGINE.txt
02603,ALLIEDSIGN,TSE331-3U,3,faa/faa_registry/ENGINE.txt
03094,ALLISON,225-C10,3,faa/faa_registry/ENGINE.txt
03095,ALLISON,225-C10A,3,faa/faa_registry/ENGINE.txt
03019,ALLISON,250 SER,1,faa/faa_registry/ENGINE.txt
03002|03003,ALLISON,250 SER 250HP,2|3,faa/faa_registry/ENGINE.txt
03011,ALLISON,250 SER 317HP,3,faa/faa_registry/ENGINE.txt
03012|03013,ALLISON,250 SER 400HP,2|3,faa/faa_registry/ENGINE.txt
03014,ALLISON,250 SERIES,2,faa/faa_registry/ENGINE.txt
03062,ALLISON,250-B15A,2,faa/faa_registry/ENGINE.txt
03063,ALLISON,250-B15E,2,faa/faa_registry/ENGINE.txt
03064,ALLISON,250-B15G,2,faa/faa_registry/ENGINE.txt
03065,ALLISON,250-B17,2,faa/faa_registry/ENGINE.txt
03017|03018,ALLISON,250-B17 SER,2|3,faa/faa_registry/ENGINE.txt
03066,ALLISON,250-B17B,2,faa/faa_registry/ENGINE.txt
03067,ALLISON,250-B17C,2,faa/faa_registry/ENGINE.txt
03068,ALLISON,250-B17D,2,faa/faa_registry/ENGINE.txt
03069,ALLISON,250-B17E,2,faa/faa_registry/ENGINE.txt
03070,ALLISON,250-B17F,2,faa/faa_registry/ENGINE.txt
03071,ALLISON,250-B17F/1,2,faa/faa_registry/ENGINE.txt
03072,ALLISON,250-B17F/2,2,faa/faa_registry/ENGINE.txt
03073,ALLISON,250-C10,3,faa/faa_registry/ENGINE.txt
03074,ALLISON,250-C10B,3,faa/faa_registry/ENGINE.txt
03035,ALLISON,250-C10D,3,faa/faa_registry/ENGINE.txt
03075,ALLISON,250-C18,3,faa/faa_registry/ENGINE.txt
03076,ALLISON,250-C18A,3,faa/faa_registry/ENGINE.txt
03078,ALLISON,250-C18B,3,faa/faa_registry/ENGINE.txt
03079,ALLISON,250-C18C,3,faa/faa_registry/ENGINE.txt
03077,ALLISON,250-C19,3,faa/faa_registry/ENGINE.txt
03080,ALLISON,250-C20,3,faa/faa_registry/ENGINE.txt
03020,ALLISON,250-C20 SER,2,faa/faa_registry/ENGINE.txt
03081,ALLISON,250-C20B,3,faa/faa_registry/ENGINE.txt
03082,ALLISON,250-C20C,3,faa/faa_registry/ENGINE.txt
03087,ALLISON,250-C20F,3,faa/faa_registry/ENGINE.txt
03088,ALLISON,250-C20J,3,faa/faa_registry/ENGINE.txt
03090,ALLISON,250-C20R,3,faa/faa_registry/ENGINE.txt
03091,ALLISON,250-C20R/1,3,faa/faa_registry/ENGINE.txt
03092,ALLISON,250-C20R/2,3,faa/faa_registry/ENGINE.txt
03093,ALLISON,250-C20R/4,3,faa/faa_registry/ENGINE.txt
03089,ALLISON,250-C20S,3,faa/faa_registry/ENGINE.txt
03096,ALLISON,250-C20W,3,faa/faa_registry/ENGINE.txt
03113,ALLISON,250-C28,3,faa/faa_registry/ENGINE.txt
03021|03022,ALLISON,250-C28 SER,2|3,faa/faa_registry/ENGINE.txt
