source_codes,manufacturer,model_name,source_type_codes,source
18004,CORVAIR,100HP,1,faa/faa_registry/ENGINE.txt
18003,CORVAIR,110HP,1,faa/faa_registry/ENGINE.txt
18006,CORVAIR,120,1,faa/faa_registry/ENGINE.txt
18002,CORVAIR,164,1,faa/faa_registry/ENGINE.txt
18007,CORVAIR,2.7,1,faa/faa_registry/ENGINE.txt
18005,CORVAIR,2700,1,faa/faa_registry/ENGINE.txt
18010,CORVAIR,2850,1,faa/faa_registry/ENGINE.txt
18008,CORVAIR,3000 SERIES,8,faa/faa_registry/ENGINE.txt
18001,CORVAIR,GO-140,1,faa/faa_registry/ENGINE.txt
18009,CORVAIR,WW3.3,1,faa/faa_registry/ENGINE.txt
18050,CUBCRAFTER,CC340,8,faa/faa_registry/ENGINE.txt
18055,CUBCRAFTER,CC363I,8,faa/faa_registry/ENGINE.txt
18100,CURTISS,OX-5,1,faa/faa_registry/ENGINE.txt
18101,CURTISS,OXX-6,1,faa/faa_registry/ENGINE.txt
19049,CUYUNA,430R,1,faa/faa_registry/ENGINE.txt
19050,CUYUNA,ALL MDLS A/B,1,faa/faa_registry/ENGINE.txt
19151,CUYUNA,UL11-02,7,faa/faa_registry/ENGINE.txt
43601,DAIML BENZ,DB 605D,1,faa/faa_registry/ENGINE.txt
43622,DAIML BENZ,DB605A,1,faa/faa_registry/ENGINE.txt
43600,DAIML BENZ,DB605A1,1,faa/faa_registry/ENGINE.txt
20003,DEHAV ENG,GIPSY GRP 3,1,faa/faa_registry/ENGINE.txt
20004,DEHAV ENG,GIPSY MAJOR,1,faa/faa_registry/ENGINE.txt
20002,DEHAV ENG,GIPSY QUEEN,1,faa/faa_registry/ENGINE.txt
20001,DEHAV ENG,GOBLIN MK 2&3,4,faa/faa_registry/ENGINE.txt
20009,DEHAV ENG,GOBLIN MK 35,4,faa/faa_registry/ENGINE.txt
20005,DEHAV ENG,GQ 30 MK2,1,faa/faa_registry/ENGINE.txt
20006,DEHAV ENG,GQ 70-4,1,faa/faa_registry/ENGINE.txt
20007,DEHAV ENG,GQ 70MK2,1,faa/faa_registry/ENGINE.txt
20008,DEHAV ENG,GQ 70MK3,1,faa/faa_registry/ENGINE.txt
21001,DELTA HAWK,DH180A4,8,faa/faa_registry/ENGINE.txt
21000,DELTA HAWK,DW180VA,8,faa/faa_registry/ENGINE.txt
19901,DERWENT,MK-9,4,faa/faa_registry/ENGINE.txt
20500,DESERT ACF,DA-150,8,faa/faa_registry/ENGINE.txt
20503,DESERT ACF,DA-215,7,faa/faa_registry/ENGINE.txt
20501,DESERT ACF,DA-50-R,7,faa/faa_registry/ENGINE.txt
20502,DESERT ACF,DA-70,7,faa/faa_registry/ENGINE.txt
21100,DIAMOND,AE50R,7,faa/faa_registry/ENGINE.txt
22000,E.N.M.A.,GIV SERIES,1,faa/faa_registry/ENGINE.txt
24600,EAGLE IVEX,IO-360,8,faa/faa_registry/ENGINE.txt
24706,ECI,CC340,1,faa/faa_registry/ENGINE.txt
24715,ECI,DIO360A1L1N40,1,faa/faa_registry/ENGINE.txt
24707,ECI,EXPIO360A4B9N,1,faa/faa_registry/ENGINE.txt
24708,ECI,IO-360,1,faa/faa_registry/ENGINE.txt
24702,ECI,IOX-340S,1,faa/faa_registry/ENGINE.txt
24700,ECI,IOX-360,1,faa/faa_registry/ENGINE.txt
24704,ECI,IOX320B1L1N4,1,faa/faa_registry/ENGINE.txt
24703,ECI,O-340,1,faa/faa_registry/ENGINE.txt
24709,ECI,O360A1A,1,faa/faa_registry/ENGINE.txt
24705,ECI,OX-340CC,1,faa/faa_registry/ENGINE.txt
24701,ECI,XO-340,1,faa/faa_registry/ENGINE.txt
25104,EDGE,EP315ECI,8,faa/faa_registry/ENGINE.txt
25102,EDGE,EP912STI,8,faa/faa_registry/ENGINE.txt
25105,EDGE,EP917TI,8,faa/faa_registry/ENGINE.txt
25106,EDGE,EP918TI,8,faa/faa_registry/ENGINE.txt
25103,EDGE,EPEX 300 TI,8,faa/faa_registry/ENGINE.txt
25101,EGGENFELLN,E6T,1,faa/faa_registry/ENGINE.txt
21960,EMRAX,208,10,faa/faa_registry/ENGINE.txt
21970,EMRAX,228,10,faa/faa_registry/ENGINE.txt
21980,EMRAX,268,10,faa/faa_registry/ENGINE.txt
25903,ENGINE ALL,GP7270,5,faa/faa_registry/ENGINE.txt
25902,ENGINE ALL,GP7277,5,faa/faa_registry/ENGINE.txt
24711,ENSTROJ,EMRAX 228,10,faa/faa_registry/ENGINE.txt
24751,EPA POWER,SA-R917 SER,8,faa/faa_registry/ENGINE.txt
25904,EVINRUDE,STARFLITE,1,faa/faa_registry/ENGINE.txt
26024,FAIRCHILD,6-390,1,faa/faa_registry/ENGINE.txt
26001,FAIRCHILD,6-390 SERIES,1,faa/faa_registry/ENGINE.txt
26026,FAIRCHILD,6-390-B,1,faa/faa_registry/ENGINE.txt
26027,FAIRCHILD,6-390-D,1,faa/faa_registry/ENGINE.txt
26028,FAIRCHILD,6-390-D3,1,faa/faa_registry/ENGINE.txt
26032,FAIRCHILD,6-41-B1A,1,faa/faa_registry/ENGINE.txt
26002,FAIRCHILD,6-410 SERIES,1,faa/faa_registry/ENGINE.txt
26031,FAIRCHILD,6-410-B1,1,faa/faa_registry/ENGINE.txt
26033,FAIRCHILD,6-410-B2,1,faa/faa_registry/ENGINE.txt
26034,FAIRCHILD,6-410-B2A,1,faa/faa_registry/ENGINE.txt
26035,FAIRCHILD,6-410-B2B,1,faa/faa_registry/ENGINE.txt
26036,FAIRCHILD,6-410-B3,1,faa/faa_registry/ENGINE.txt
26003,FAIRCHILD,6-440 SERIES,1,faa/faa_registry/ENGINE.txt
26005,FAIRCHILD,6-440-C2,1,faa/faa_registry/ENGINE.txt
26006,FAIRCHILD,6-440-C3,1,faa/faa_registry/ENGINE.txt
26007,FAIRCHILD,6-440-C4,1,faa/faa_registry/ENGINE.txt
26008,FAIRCHILD,6-440-C5,1,faa/faa_registry/ENGINE.txt
26010,FAIRCHILD,FT-101E,4,faa/faa_registry/ENGINE.txt
26011,FAIRCHILD,SGV-770-B3,1,faa/faa_registry/ENGINE.txt
26012,FAIRCHILD,SGV-770-B4,1,faa/faa_registry/ENGINE.txt
26030,FAIRCHILD,SGV-770-B5,1,faa/faa_registry/ENGINE.txt
26014,FAIRCHILD,SGV-770-B7,1,faa/faa_registry/ENGINE.txt
26013,FAIRCHILD,SGV-770-G6,1,faa/faa_registry/ENGINE.txt
26009,FAIRCHILD,SGV-770C SER,1,faa/faa_registry/ENGINE.txt
26015,FAIRCHILD,SGV-770C-1,1,faa/faa_registry/ENGINE.txt
26016,FAIRCHILD,SGV-770C-1B,1,faa/faa_registry/ENGINE.txt
26017,FAIRCHILD,SGV-770C-1C,1,faa/faa_registry/ENGINE.txt
26018,FAIRCHILD,SGV-770C-2A,1,faa/faa_registry/ENGINE.txt
26019,FAIRCHILD,SGV-770C-2C,1,faa/faa_registry/ENGINE.txt
26023,FAIRCHILD,V-77 0-8,1,faa/faa_registry/ENGINE.txt
26021,FAIRCHILD,V-770-11,1,faa/faa_registry/ENGINE.txt
26022,FAIRCHILD,V-770-15,1,faa/faa_registry/ENGINE.txt
26020,FAIRCHILD,V-770-6,1,faa/faa_registry/ENGINE.txt
26029,FAIRCHILD,V-770-B4,1,faa/faa_registry/ENGINE.txt
26025,FAIRCHILD,V-770-SG,1,faa/faa_registry/ENGINE.txt
26004,FAIRCHILD,V-770B SERIES,1,faa/faa_registry/ENGINE.txt
26800,FIATE,MZ202,7,faa/faa_registry/ENGINE.txt
26601,FIREWALL F,CAM 100,1,faa/faa_registry/ENGINE.txt
26701,FORD,CONVERSION,1,faa/faa_registry/ENGINE.txt
26715,FORD,MODEL A,1,faa/faa_registry/ENGINE.txt
27044,FRANKLIN,0-425-1,1,faa/faa_registry/ENGINE.txt
27012,FRANKLIN,0-425-9,1,faa/faa_registry/ENGINE.txt
27041,FRANKLIN,220,1,faa/faa_registry/ENGINE.txt
27001,FRANKLIN,2A4 SERIES,1,faa/faa_registry/ENGINE.txt
27034,FRANKLIN,2A4-49-B2,1,faa/faa_registry/ENGINE.txt
27037,FRANKLIN,2A4-65-B2,1,faa/faa_registry/ENGINE.txt
27035,FRANKLIN,2AL-112-A2,1,faa/faa_registry/ENGINE.txt
27021,FRANKLIN,4A225 SERIES,1,faa/faa_registry/ENGINE.txt
27011,FRANKLIN,4A235 SERIES,1,faa/faa_registry/ENGINE.txt
27014,FRANKLIN,4A4100 SERIES,1,faa/faa_registry/ENGINE.txt
27045,FRANKLIN,4AC-176-B2,1,faa/faa_registry/ENGINE.txt
27046,FRANKLIN,4AC-176-B3,1,faa/faa_registry/ENGINE.txt
27047,FRANKLIN,4AC-176-BA2,1,faa/faa_registry/ENGINE.txt
27048,FRANKLIN,4AC-176-BA3,1,faa/faa_registry/ENGINE.txt
27049,FRANKLIN,4AC-176-C2,1,faa/faa_registry/ENGINE.txt
27050,FRANKLIN,4AC-176-C3,1,faa/faa_registry/ENGINE.txt
27051,FRANKLIN,4AC-176-D2,1,faa/faa_registry/ENGINE.txt
27052,FRANKLIN,4AC-176-D3,1,faa/faa_registry/ENGINE.txt
27053,FRANKLIN,4AC-176-F2,1,faa/faa_registry/ENGINE.txt
27054,FRANKLIN,4AC-176-F3,1,faa/faa_registry/ENGINE.txt
27022,FRANKLIN,4AC-199B3,1,faa/faa_registry/ENGINE.txt
27019,FRANKLIN,4AC-199D2,1,faa/faa_registry/ENGINE.txt
27028|27031,FRANKLIN,4AC-199D3,1,faa/faa_registry/ENGINE.txt
27029,FRANKLIN,4AC-199E2,1,faa/faa_registry/ENGINE.txt
27018,FRANKLIN,4AC-A199B2,1,faa/faa_registry/ENGINE.txt
27002,FRANKLIN,4AC150-40,1,faa/faa_registry/ENGINE.txt
27003,FRANKLIN,4AC150-50,1,faa/faa_registry/ENGINE.txt
27004,FRANKLIN,4AC150-A,1,faa/faa_registry/ENGINE.txt
27005,FRANKLIN,4AC171,1,faa/faa_registry/ENGINE.txt
27006,FRANKLIN,4AC176B SER,1,faa/faa_registry/ENGINE.txt
27007,FRANKLIN,4AC176C-D-F,1,faa/faa_registry/ENGINE.txt
27008,FRANKLIN,4AC199B SER,1,faa/faa_registry/ENGINE.txt
27009,FRANKLIN,4AC199D&E SER,1,faa/faa_registry/ENGINE.txt
27032,FRANKLIN,4AC3-199HE,1,faa/faa_registry/ENGINE.txt
27010,FRANKLIN,4ACG199H3,1,faa/faa_registry/ENGINE.txt
27020,FRANKLIN,6A&6V335 SER,1,faa/faa_registry/ENGINE.txt
27069,FRANKLIN,6A-335-B1,1,faa/faa_registry/ENGINE.txt
27042,FRANKLIN,6A-350-C1,1,faa/faa_registry/ENGINE.txt
27071,FRANKLIN,6A-350-C2,1,faa/faa_registry/ENGINE.txt
27023,FRANKLIN,6A-350SER,1,faa/faa_registry/ENGINE.txt
27024,FRANKLIN,6A4150 SERIES,1,faa/faa_registry/ENGINE.txt
27025,FRANKLIN,6A4165 SERIES,1,faa/faa_registry/ENGINE.txt
27027,FRANKLIN,6A4200 SERIES,1,faa/faa_registry/ENGINE.txt
27030,FRANKLIN,6A8 SERIES,1,faa/faa_registry/ENGINE.txt
27067,FRANKLIN,6AC-264-D2,1,faa/faa_registry/ENGINE.txt
27068,FRANKLIN,6AC-264-D3,1,faa/faa_registry/ENGINE.txt
27066,FRANKLIN,6AC-264-F3,1,faa/faa_registry/ENGINE.txt
27055,FRANKLIN,6AC-298-D2,1,faa/faa_registry/ENGINE.txt
27056,FRANKLIN,6AC-298-D3,1,faa/faa_registry/ENGINE.txt
27057,FRANKLIN,6AC-298-E2,1,faa/faa_registry/ENGINE.txt
27058,FRANKLIN,6AC-298-E3,1,faa/faa_registry/ENGINE.txt
27059,FRANKLIN,6AC-298-F2,1,faa/faa_registry/ENGINE.txt
27060,FRANKLIN,6AC-298-F3,1,faa/faa_registry/ENGINE.txt
27015,FRANKLIN,6AC264 SERIES,1,faa/faa_registry/ENGINE.txt
27016,FRANKLIN,6AC298 SERIES,1,faa/faa_registry/ENGINE.txt
27062,FRANKLIN,6ACT-298-J4,1,faa/faa_registry/ENGINE.txt
27063,FRANKLIN,6ACT-298-J5,1,faa/faa_registry/ENGINE.txt
27064,FRANKLIN,6ACT-298-M4,1,faa/faa_registry/ENGINE.txt
27017,FRANKLIN,6ACT298 SER,1,faa/faa_registry/ENGINE.txt
27026,FRANKLIN,6AG4185 SER,1,faa/faa_registry/ENGINE.txt
27043,FRANKLIN,6V 350 SERIES,1,faa/faa_registry/ENGINE.txt
27039,FRANKLIN,6V-335 SERIES,1,faa/faa_registry/ENGINE.txt
27061,FRANKLIN,6V-335-A,1,faa/faa_registry/ENGINE.txt
27033,FRANKLIN,6V4 SERIES,1,faa/faa_registry/ENGINE.txt
27036,FRANKLIN,6V6 SERIES,1,faa/faa_registry/ENGINE.txt
27038,FRANKLIN,6V6-245-B16F,1,faa/faa_registry/ENGINE.txt
27040,FRANKLIN,6VS-335 SER,1,faa/faa_registry/ENGINE.txt
27070,FRANKLIN,O-335,1,faa/faa_registry/ENGINE.txt
27013,FRANKLIN,SPORT 4B1SER,1,faa/faa_registry/ENGINE.txt
28001,FUNK,FUNK E,1,faa/faa_registry/ENGINE.txt
31100,G & N,IO-320-GNX,1,faa/faa_registry/ENGINE.txt
29002,GARRETT,ATF 3 SERIES,4,faa/faa_registry/ENGINE.txt
29084,GARRETT,ATF3-6,5,faa/faa_registry/ENGINE.txt
29085,GARRETT,ATF3-6A,5,faa/faa_registry/ENGINE.txt
29117,GARRETT,T-76,2,faa/faa_registry/ENGINE.txt
29001,GARRETT,TFE731 SERIES,5,faa/faa_registry/ENGINE.txt
29086,GARRETT,TFE731-2,5,faa/faa_registry/ENGINE.txt
29119,GARRETT,TFE731-2-1C,5,faa/faa_registry/ENGINE.txt
29116,GARRETT,TFE731-2-2B,5,faa/faa_registry/ENGINE.txt
29087,GARRETT,TFE731-2A,5,faa/faa_registry/ENGINE.txt
29088,GARRETT,TFE731-2B,5,faa/faa_registry/ENGINE.txt
29090,GARRETT,TFE731-2BR,5,faa/faa_registry/ENGINE.txt
29091,GARRETT,TFE731-2C,5,faa/faa_registry/ENGINE.txt
29092,GARRETT,TFE731-3,5,faa/faa_registry/ENGINE.txt
29094,GARRETT,TFE731-3A,5,faa/faa_registry/ENGINE.txt
29095,GARRETT,TFE731-3AR,5,faa/faa_registry/ENGINE.txt
29096,GARRETT,TFE731-3B,5,faa/faa_registry/ENGINE.txt
29097,GARRETT,TFE731-3BR,5,faa/faa_registry/ENGINE.txt
29098,GARRETT,TFE731-3C,5,faa/faa_registry/ENGINE.txt
29099,GARRETT,TFE731-3CR,5,faa/faa_registry/ENGINE.txt
29100,GARRETT,TFE731-3D,5,faa/faa_registry/ENGINE.txt
29101,GARRETT,TFE731-3DR,5,faa/faa_registry/ENGINE.txt
29093,GARRETT,TFE731-3R,5,faa/faa_registry/ENGINE.txt
29102,GARRETT,TFE731-4,5,faa/faa_registry/ENGINE.txt
29103,GARRETT,TFE731-4R,5,faa/faa_registry/ENGINE.txt
29104,GARRETT,TFE731-5,5,faa/faa_registry/ENGINE.txt
29105,GARRETT,TFE731-5A,5,faa/faa_registry/ENGINE.txt
29106,GARRETT,TFE731-5AR,5,faa/faa_registry/ENGINE.txt
29107,GARRETT,TFE731-5B,5,faa/faa_registry/ENGINE.txt
29108,GARRETT,TFE731-5BR,5,faa/faa_registry/ENGINE.txt
29109,GARRETT,TFE731-5R,5,faa/faa_registry/ENGINE.txt
29068,GARRETT,TPE-331-10UG,2,faa/faa_registry/ENGINE.txt
29030,GARRETT,TPE331-1,1,faa/faa_registry/ENGINE.txt
29053,GARRETT,TPE331-10,2,faa/faa_registry/ENGINE.txt
29118,GARRETT,TPE331-10 SER,2,faa/faa_registry/ENGINE.txt
29054,GARRETT,TPE331-10A,2,faa/faa_registry/ENGINE.txt
29055,GARRETT,TPE331-10AV,2,faa/faa_registry/ENGINE.txt
29056,GARRETT,TPE331-10B,2,faa/faa_registry/ENGINE.txt
29057,GARRETT,TPE331-10G,2,faa/faa_registry/ENGINE.txt
29058,GARRETT,TPE331-10GP,2,faa/faa_registry/ENGINE.txt
29059,GARRETT,TPE331-10GR,2,faa/faa_registry/ENGINE.txt
29060,GARRETT,TPE331-10GT,2,faa/faa_registry/ENGINE.txt
29061,GARRETT,TPE331-10J,2,faa/faa_registry/ENGINE.txt
29062,GARRETT,TPE331-10N,2,faa/faa_registry/ENGINE.txt
29063,GARRETT,TPE331-10P,2,faa/faa_registry/ENGINE.txt
29064,GARRETT,TPE331-10R,2,faa/faa_registry/ENGINE.txt
29065,GARRETT,TPE331-10T,2,faa/faa_registry/ENGINE.txt
29066,GARRETT,TPE331-10U,2,faa/faa_registry/ENGINE.txt
29040,GARRETT,TPE331-10UA,2,faa/faa_registry/ENGINE.txt
29067,GARRETT,TPE331-10UF,2,faa/faa_registry/ENGINE.txt
29069,GARRETT,TPE331-10UGR,2,faa/faa_registry/ENGINE.txt
29070,GARRETT,TPE331-10UJ,2,faa/faa_registry/ENGINE.txt
29071,GARRETT,TPE331-10UK,2,faa/faa_registry/ENGINE.txt
29072,GARRETT,TPE331-10UR,2,faa/faa_registry/ENGINE.txt
29073,GARRETT,TPE331-11U,2,faa/faa_registry/ENGINE.txt
29074,GARRETT,TPE331-11UA,2,faa/faa_registry/ENGINE.txt
29075,GARRETT,TPE331-12,2,faa/faa_registry/ENGINE.txt
29076,GARRETT,TPE331-12B,2,faa/faa_registry/ENGINE.txt
29077,GARRETT,TPE331-12JR,2,faa/faa_registry/ENGINE.txt
29078,GARRETT,TPE331-12UA,2,faa/faa_registry/ENGINE.txt
29089,GARRETT,TPE331-12UAR,2,faa/faa_registry/ENGINE.txt
29080,GARRETT,TPE331-12UER,2,faa/faa_registry/ENGINE.txt
29081,GARRETT,TPE331-12UHR,2,faa/faa_registry/ENGINE.txt
29110,GARRETT,TPE331-14A,2,faa/faa_registry/ENGINE.txt
29111,GARRETT,TPE331-14B,2,faa/faa_registry/ENGINE.txt
29112,GARRETT,TPE331-14F,2,faa/faa_registry/ENGINE.txt
29113,GARRETT,TPE331-14GR,2,faa/faa_registry/ENGINE.txt
29114,GARRETT,TPE331-14HR,2,faa/faa_registry/ENGINE.txt
29115,GARRETT,TPE331-15AW,2,faa/faa_registry/ENGINE.txt
29031,GARRETT,TPE331-1U,2,faa/faa_registry/ENGINE.txt
29032,GARRETT,TPE331-1UA,2,faa/faa_registry/ENGINE.txt
29033,GARRETT,TPE331-2,2,faa/faa_registry/ENGINE.txt
29003,GARRETT,TPE331-25A,2,faa/faa_registry/ENGINE.txt
29004,GARRETT,TPE331-25AA,2,faa/faa_registry/ENGINE.txt
29005,GARRETT,TPE331-25AB,2,faa/faa_registry/ENGINE.txt
29006,GARRETT,TPE331-25B,2,faa/faa_registry/ENGINE.txt
29007,GARRETT,TPE331-25C,2,faa/faa_registry/ENGINE.txt
29008,GARRETT,TPE331-25D,2,faa/faa_registry/ENGINE.txt
29009,GARRETT,TPE331-25DA,2,faa/faa_registry/ENGINE.txt
29010,GARRETT,TPE331-25DB,2,faa/faa_registry/ENGINE.txt
29011,GARRETT,TPE331-25E,2,faa/faa_registry/ENGINE.txt
29012,GARRETT,TPE331-25F,2,faa/faa_registry/ENGINE.txt
29013,GARRETT,TPE331-25FA,2,faa/faa_registry/ENGINE.txt
29014,GARRETT,TPE331-29A,2,faa/faa_registry/ENGINE.txt
29034,GARRETT,TPE331-2U,2,faa/faa_registry/ENGINE.txt
29035,GARRETT,TPE331-2UA,2,faa/faa_registry/ENGINE.txt
29036,GARRETT,TPE331-3,2,faa/faa_registry/ENGINE.txt
29037,GARRETT,TPE331-3U,2,faa/faa_registry/ENGINE.txt
29038,GARRETT,TPE331-3UW,2,faa/faa_registry/ENGINE.txt
29039,GARRETT,TPE331-3W,2,faa/faa_registry/ENGINE.txt
29015,GARRETT,TPE331-43,2,faa/faa_registry/ENGINE.txt
29016,GARRETT,TPE331-43-A,2,faa/faa_registry/ENGINE.txt
29017,GARRETT,TPE331-43-B,2,faa/faa_registry/ENGINE.txt
29018,GARRETT,TPE331-45,2,faa/faa_registry/ENGINE.txt
29019,GARRETT,TPE331-47,2,faa/faa_registry/ENGINE.txt
29020,GARRETT,TPE331-47-A,2,faa/faa_registry/ENGINE.txt
29021,GARRETT,TPE331-47-B,2,faa/faa_registry/ENGINE.txt
29041,GARRETT,TPE331-5,2,faa/faa_registry/ENGINE.txt
29022,GARRETT,TPE331-51,2,faa/faa_registry/ENGINE.txt
29023,GARRETT,TPE331-55,2,faa/faa_registry/ENGINE.txt
29024,GARRETT,TPE331-55-A,2,faa/faa_registry/ENGINE.txt
29025,GARRETT,TPE331-55-B,2,faa/faa_registry/ENGINE.txt
29026,GARRETT,TPE331-57,2,faa/faa_registry/ENGINE.txt
29027,GARRETT,TPE331-57-B,2,faa/faa_registry/ENGINE.txt
29042,GARRETT,TPE331-5A,2,faa/faa_registry/ENGINE.txt
29043,GARRETT,TPE331-5AB,2,faa/faa_registry/ENGINE.txt
29044,GARRETT,TPE331-5B,2,faa/faa_registry/ENGINE.txt
29045,GARRETT,TPE331-5U,2,faa/faa_registry/ENGINE.txt
29046,GARRETT,TPE331-6,2,faa/faa_registry/ENGINE.txt
29079,GARRETT,TPE331-6-252B,2,faa/faa_registry/ENGINE.txt
29028,GARRETT,TPE331-61,2,faa/faa_registry/ENGINE.txt
29029,GARRETT,TPE331-61-A,2,faa/faa_registry/ENGINE.txt
29047,GARRETT,TPE331-6A,2,faa/faa_registry/ENGINE.txt
29048,GARRETT,TPE331-6U,2,faa/faa_registry/ENGINE.txt
29049,GARRETT,TPE331-8,2,faa/faa_registry/ENGINE.txt
29050,GARRETT,TPE331-8A,2,faa/faa_registry/ENGINE.txt
29051,GARRETT,TPE331-9,2,faa/faa_registry/ENGINE.txt
29052,GARRETT,TPE331-9U,2,faa/faa_registry/ENGINE.txt
29120,GARRETT,TSE331-10UA,3,faa/faa_registry/ENGINE.txt
29082,GARRETT,TSE331-3U,3,faa/faa_registry/ENGINE.txt
29083,GARRETT,TSE36-1,3,faa/faa_registry/ENGINE.txt
30240,GE,1300-CS1A,2,faa/faa_registry/ENGINE.txt
30032,GE,700-2D-2,4,faa/faa_registry/ENGINE.txt
30033,GE,CF-34-1A,5,faa/faa_registry/ENGINE.txt
30015,GE,CF34 SERIES,5,faa/faa_registry/ENGINE.txt
30021,GE,CF34-10E5,5,faa/faa_registry/ENGINE.txt
30022,GE,CF34-10E5A1,5,faa/faa_registry/ENGINE.txt
30023,GE,CF34-10E6,5,faa/faa_registry/ENGINE.txt
30024,GE,CF34-10E6A1,5,faa/faa_registry/ENGINE.txt
30164,GE,CF34-10E7 SER,5,faa/faa_registry/ENGINE.txt
30166,GE,CF34-3,5,faa/faa_registry/ENGINE.txt
30066,GE,CF34-3A,5,faa/faa_registry/ENGINE.txt
30068,GE,CF34-3A1,5,faa/faa_registry/ENGINE.txt
30067,GE,CF34-3A2,5,faa/faa_registry/ENGINE.txt
30069,GE,CF34-3B,5,faa/faa_registry/ENGINE.txt
30070,GE,CF34-3B1,5,faa/faa_registry/ENGINE.txt
30049,GE,CF34-8C1,5,faa/faa_registry/ENGINE.txt
30050,GE,CF34-8C5,5,faa/faa_registry/ENGINE.txt
30051,GE,CF34-8C5A1,5,faa/faa_registry/ENGINE.txt
30053,GE,CF34-8C5A2,5,faa/faa_registry/ENGINE.txt
30054,GE,CF34-8C5A3,5,faa/faa_registry/ENGINE.txt
30052,GE,CF34-8C5B1,5,faa/faa_registry/ENGINE.txt
30055,GE,CF34-8D1,5,faa/faa_registry/ENGINE.txt
30056,GE,CF34-8D3,5,faa/faa_registry/ENGINE.txt
30057,GE,CF34-8D5,5,faa/faa_registry/ENGINE.txt
30058,GE,CF34-8D6,5,faa/faa_registry/ENGINE.txt
30059,GE,CF34-8E2,5,faa/faa_registry/ENGINE.txt
30060,GE,CF34-8E2A1,5,faa/faa_registry/ENGINE.txt
30061,GE,CF34-8E5,5,faa/faa_registry/ENGINE.txt
30062,GE,CF34-8E5A1,5,faa/faa_registry/ENGINE.txt
30063,GE,CF34-8E5A2,5,faa/faa_registry/ENGINE.txt
30064,GE,CF34-8E6,5,faa/faa_registry/ENGINE.txt
30065,GE,CF34-8E6A1,5,faa/faa_registry/ENGINE.txt
30092,GE,CF6-45A,5,faa/faa_registry/ENGINE.txt
30017,GE,CF6-45A2,5,faa/faa_registry/ENGINE.txt
30018,GE,CF6-50 SER,5,faa/faa_registry/ENGINE.txt
30081,GE,CF6-50A,5,faa/faa_registry/ENGINE.txt
30082,GE,CF6-50C,5,faa/faa_registry/ENGINE.txt
30084,GE,CF6-50C1,5,faa/faa_registry/ENGINE.txt
30085,GE,CF6-50C2,5,faa/faa_registry/ENGINE.txt
30090,GE,CF6-50C2B,5,faa/faa_registry/ENGINE.txt
30086,GE,CF6-50C2D,5,faa/faa_registry/ENGINE.txt
30083,GE,CF6-50CA,5,faa/faa_registry/ENGINE.txt
30087,GE,CF6-50E,5,faa/faa_registry/ENGINE.txt
30088,GE,CF6-50E1,5,faa/faa_registry/ENGINE.txt
30089,GE,CF6-50E2,5,faa/faa_registry/ENGINE.txt
30091,GE,CF6-50E2B,5,faa/faa_registry/ENGINE.txt
30020,GE,CF6-6,5,faa/faa_registry/ENGINE.txt
30076,GE,CF6-6D,5,faa/faa_registry/ENGINE.txt
30077,GE,CF6-6D1,5,faa/faa_registry/ENGINE.txt
30078,GE,CF6-6D1A,5,faa/faa_registry/ENGINE.txt
30079,GE,CF6-6K,5,faa/faa_registry/ENGINE.txt
30080,GE,CF6-6K2,5,faa/faa_registry/ENGINE.txt
30025,GE,CF6-80 SERIES,5,faa/faa_registry/ENGINE.txt
30093,GE,CF6-80A,5,faa/faa_registry/ENGINE.txt
30094,GE,CF6-80A1,5,faa/faa_registry/ENGINE.txt
30095,GE,CF6-80A2,5,faa/faa_registry/ENGINE.txt
30096,GE,CF6-80A3,5,faa/faa_registry/ENGINE.txt
30097,GE,CF6-80C2A1,5,faa/faa_registry/ENGINE.txt
30098,GE,CF6-80C2A2,5,faa/faa_registry/ENGINE.txt
30101,GE,CF6-80C2A3,5,faa/faa_registry/ENGINE.txt
30104,GE,CF6-80C2A5,5,faa/faa_registry/ENGINE.txt
30113,GE,CF6-80C2A5F,5,faa/faa_registry/ENGINE.txt
30105,GE,CF6-80C2A8,5,faa/faa_registry/ENGINE.txt
30099,GE,CF6-80C2B1,5,faa/faa_registry/ENGINE.txt
30106,GE,CF6-80C2B1F,5,faa/faa_registry/ENGINE.txt
30111,GE,CF6-80C2B1F1,5,faa/faa_registry/ENGINE.txt
30115,GE,CF6-80C2B1F2,5,faa/faa_registry/ENGINE.txt
30102,GE,CF6-80C2B2,5,faa/faa_registry/ENGINE.txt
30107,GE,CF6-80C2B2F,5,faa/faa_registry/ENGINE.txt
30112,GE,CF6-80C2B3F,5,faa/faa_registry/ENGINE.txt
30100,GE,CF6-80C2B4,5,faa/faa_registry/ENGINE.txt
30108,GE,CF6-80C2B4F,5,faa/faa_registry/ENGINE.txt
30117,GE,CF6-80C2B5F,5,faa/faa_registry/ENGINE.txt
30103,GE,CF6-80C2B6,5,faa/faa_registry/ENGINE.txt
30109,GE,CF6-80C2B6F,5,faa/faa_registry/ENGINE.txt
30116,GE,CF6-80C2B6FA,5,faa/faa_registry/ENGINE.txt
30114,GE,CF6-80C2B7F,5,faa/faa_registry/ENGINE.txt
30118,GE,CF6-80C2B8F,5,faa/faa_registry/ENGINE.txt
30110,GE,CF6-80C2D1F,5,faa/faa_registry/ENGINE.txt
